 7213080.872119 1.221E-26 2.407E-02.04760.050  248.79540.73-.008061       b      0       X      0                P 13P 13     d68774549271613 6 6    25.0   27.0
 7313082.597429 2.715E-27 2.639E-02.04730.047  219.35660.72-.007400       b      0       X      0                P 12P 12     d65665349271512 1 2   138.0  150.0
 7213082.775167 1.120E-26 2.188E-02.04710.049  246.89230.76-.008381       b      0       X      0                P 13Q 12     d68774549271613 6 6    25.0   25.0
 7113084.203391 7.426E-24 2.499E-02.04900.051  190.77480.75-.007921       b      0       X      0                P 11P 11     d68774549311613 6 6    21.0   23.0
 7313084.509358 2.467E-27 2.376E-02.04730.047  217.44470.72-.007550       b      0       X      0                P 12Q 11     d65665349271512 1 2   138.0  138.0
 7213084.634409 1.346E-26 2.431E-02.04730.047  213.52910.72-.007400       b      0       X      0                P 12P 12     d68675349271512 1 2    23.0   25.0
 7113086.125137 6.675E-24 2.226E-02.04910.051  188.85310.74-.008079       b      0       X      0                P 11Q 10     d68774549311613 6 6    21.0   21.0
 7113086.264822 1.004E-28 3.346E-07.04680.047  188.71340.72-.007400       b      0       X      0                P 11O 12     q6766534928 7 4 1 2    21.0   25.0
 7313086.374347 2.947E-27 2.668E-02.04900.051  185.90020.75-.007921       b      0       X      0                P 11P 11     d65774549271613 6 6   126.0  138.0
 7213086.547249 1.225E-26 2.193E-02.04730.047  211.61630.72-.007550       b      0       X      0                P 12Q 11     d68675349271512 1 2    23.0   23.0
 7113088.152931 1.870E-29 1.285E-07.05300.053   42.20010.72-.006450       b      0       X      0                N  5O  4     q6766534928 7 4 1 2     5.0    9.0
 7313088.296808 2.654E-27 2.381E-02.04910.051  183.97770.74-.008079       b      0       X      0                P 11Q 10     d65774549271613 6 6   126.0  126.0
 7213088.309574 1.455E-26 2.458E-02.04900.051  180.97050.75-.007921       b      0       X      0                P 11P 11     d68774549271613 6 6    21.0   23.0
 7313090.061732 3.135E-27 2.704E-02.04830.048  155.22710.73-.007500       b      0       X      0                P 10P 10     d65665349271512 1 2   114.0  126.0
 7213090.232567 1.312E-26 2.197E-02.04910.051  179.04750.74-.008079       b      0       X      0                P 11Q 10     d68774549271613 6 6    21.0   21.0
 7113091.710364 8.296E-24 2.575E-02.05050.052  130.43750.76-.007878       b      0       X      0                P  9P  9     d68774549311613 6 6    17.0   19.0
 7213091.897637 1.541E-26 2.490E-02.04830.048  151.12070.73-.007500       b      0       X      0                P 10P 10     d68675349271512 1 2    19.0   21.0
 7313091.995234 2.792E-27 2.386E-02.04830.048  153.29360.74-.007500       b      0       X      0                P 10Q  9     d65665349271512 1 2   114.0  114.0
 7113093.655840 7.275E-24 2.238E-02.05020.052  128.49200.79-.007930       b      0       X      0                P  9Q  8     d68774549311613 6 6    17.0   17.0
 7313093.659595 3.262E-27 2.747E-02.05050.052  127.33870.76-.007878       b      0       X      0                P  9P  9     d65774549271613 6 6   102.0  114.0
