SoundingID	longitude	latitude	quality_flag	o2a_intercept(a)	o2a_slope(b)	wco2_intercept(a)	wco2_slope(b)	sco2_intercept(a)	sco2_slope(b)	xco2 (unmodified retrieval)	xco2 (uperturb retrieval)	xco2 (L2)
2015062217261534	-57.67812347	1.567896366	1	0.084186375	-0.071747124	0.070925118	-0.275614253	0.0	0.0	400.51778444268854	403.73387009834414	397.802063
2015062217262676	-57.84037781	2.240351677	0	0.212041403	1.370581002	0.657515134	-0.450787495	0.0	0.0	402.3643832091395	421.91104919633375	399.9729614
2015062217261171	-57.60617828	1.365277886	0	0.064669338	0.041516056	0.110686974	0.149340493	0.0	0.0	399.763758570731	397.06432031871844	396.8018799
2015062217261238	-57.67433167	1.361779213	0	0.048884922	0.164694515	0.081235627	-0.001787514	0.0	0.0	400.9190934195869	402.1871256042575	399.120697
2015062217262274	-57.77203751	2.011334658	1	0.142506046	0.565441872	0.385350189	-0.558026527	0.0	0.0	399.5898888944041	414.81341011898957	397.0423584
2015062217260731	-57.55055237	1.102942467	0	0.118322538	0.485625392	0.275073474	-0.244232164	0.0	0.0	395.96000079724496	403.9850246254532	393.0166016
2015062217261137	-57.65286255	1.307316661	1	0.241733746	1.582362782	0.85601405	-1.075820417	0.0	0.0	395.4294942440151	417.5210938975271	392.4420166
2015062217261172	-57.61450577	1.358831406	1	0.075222151	0.250422557	0.128639543	0.249650982	0.0	0.0	399.21977332594435	397.1287800461574	397.3996582
2015062217261577	-57.70788574	1.569414735	1	0.038013859	0.01325631	-0.029031394	0.206944182	0.0	0.0	398.7126675294583	393.7102354420726	395.5539551
2015062217260772	-57.5632019	1.116672039	1	-0.013608993	0.124396248	-0.057779033	-0.100095388	0.0	0.0	398.10938489476433	401.7750965472525	396.124176
2015062217261471	-57.64448929	1.546830297	1	0.172266582	0.052596604	0.362333517	-0.837592595	0.0	0.0	399.59723706915753	413.7146591275902	396.5753479
2015062217262576	-57.82762527	2.179917097	1	0.062597242	0.002008397	0.098697761	-0.178861736	0.0	0.0	397.86560522156407	401.3647811997527	393.9110413
2015062217261935	-57.73732758	1.803599358	0	0.081411697	0.202280039	0.108888234	-0.290224285	0.0	0.0	401.36223083523856	408.98918482357936	398.5744324
2015062217261178	-57.66578674	1.321410656	0	0.100991971	0.610543877	0.223434003	-0.014878636	0.0	0.0	401.8544336281375	406.378837275418	398.4221191
2015062217261208	-57.67005157	1.341589689	0	0.047334553	0.341504841	0.115184334	-0.008387164	0.0	0.0	404.06799578365553	405.10019052274663	400.0830994
2015062217262275	-57.78044891	2.00500083	0	0.048947099	0.406104543	0.087162655	0.00257125	0.0	0.0	400.22889056947497	404.08468962496715	397.0859985
2015062217261205	-57.64419556	1.360009193	1	-0.022809056	-0.111344023	-0.086443502	0.052202749	0.0	0.0	399.8328534688333	398.43053648680416	397.4115601
2015062217262337	-57.80609894	2.032721758	1	0.017876046	0.272976327	0.047595742	0.072201645	0.0	0.0	397.0298832313779	397.7844376665281	393.4824829
2015062217262232	-57.75098038	2.004197359	1	0.060720253	0.104896057	0.101956526	-0.215906779	0.0	0.0	399.9853237610379	405.30175742483664	394.8720093
2015062217261933	-57.72044754	1.816324472	1	0.166534958	0.710331526	0.204745577	-0.07496994	0.0	0.0	401.6837287550669	410.2665835106644	398.9984436
2015062217261472	-57.65279007	1.540358901	1	0.092114155	0.683999851	0.149251884	0.010557909	0.0	0.0	398.25019123626436	405.3280133292232	395.0022583
2015062217261206	-57.652771	1.353814006	1	0.042493123	0.509333708	0.083640409	-0.06042502	0.0	0.0	400.8723805874523	406.2897587842964	398.4567871
2015062217261934	-57.72888947	1.809900999	0	0.073613515	0.574100115	0.112895795	-0.024628919	0.0	0.0	402.0671997146346	408.2886929576091	399.6555481
2015062217260838	-57.6231575	1.119726777	0	0.013912666	-0.159955193	-0.046992475	0.044539931	0.0	0.0	403.3778917662434	400.20362748429216	399.5270996
2015062217262172	-57.74226761	1.96387589	1	0.045954998	0.321210804	0.05602082	0.026983086	0.0	0.0	397.49489072133844	400.3507872138786	395.1008301
2015062217262608	-57.84894562	2.187577248	1	0.1145487	0.228884805	0.1371299	-0.016393753	0.0	0.0	398.6444897110521	400.5465434587069	395.555603
2015062217262677	-57.84887695	2.234085798	1	0.107847944	0.970305741	0.229526309	0.118202997	0.0	0.0	398.66763592684396	405.5476331746516	395.9325256
2015062217262171	-57.7340126	1.97040379	0	0.025054321	0.39408584	0.051354874	0.021249689	0.0	0.0	399.59215932424297	404.3393136203346	396.8368225
2015062217262277	-57.79747009	1.992471099	1	0.054609594	0.341465216	0.081462105	0.054502938	0.0	0.0	397.6114846097021	399.18555956506276	395.0403442
2015062217261535	-57.68658447	1.561630607	0	0.055777875	0.657117444	0.058968705	0.037776401	0.0	0.0	401.29062606016436	406.86261820317895	398.8146667
2015062217262533	-57.79811478	2.178931952	1	0.07900783	0.317951875	0.080791866	0.232103671	0.0	0.0	397.9779608192448	395.0479143079576	394.6168518
2015062217262201	-57.73840332	1.990600705	1	0.021551675	0.432124689	0.055955579	0.048739218	0.0	0.0	399.57032014601305	403.9609595903993	396.735199
2015062217262202	-57.74665451	1.984070063	1	0.028669692	0.319664271	0.062064945	0.018416902	0.0	0.0	404.15420881096475	407.6403584856142	399.8725586
2015062217261207	-57.66138458	1.347676158	1	0.042811585	0.369429572	0.085352667	-0.092585089	0.0	0.0	401.2345468975874	406.739679778273	398.7393799
2015062217261536	-57.69512177	1.555406213	0	0.087366379	0.836261889	0.104555208	0.029688754	0.0	0.0	398.68753238934255	405.87467608748653	396.7970276
2015062217262575	-57.81916428	2.186233282	1	0.07136216	0.454360813	0.110857629	0.055536042	0.0	0.0	399.77243855512705	402.78501557356225	396.6767578
2015062217255871	-57.43865967	0.579092026	1	0.606031397	0.03878019	1.447367833	-1.775216442	0.0	0.0	396.0831309042773	nan	393.3074036
2015062217255873	-57.45561981	0.566437125	1	0.172327902	0.286051405	0.214321525	-0.066624711	0.0	0.0	391.27973656436694	394.9941365464606	387.8860168
2015062217255903	-57.45994186	0.586631894	0	0.104471357	0.46276137	0.122859875	0.023455555	0.0	0.0	397.88799041804816	401.8772685406626	395.4563599
2015062217255904	-57.46854782	0.580376446	0	0.077854417	0.485367256	0.103024657	0.086478867	0.0	0.0	398.6053884509616	401.7113156279132	395.9942017
2015062217255931	-57.44724655	0.619423032	1	0.248161435	-0.157820054	0.408337412	-0.711274025	0.0	0.0	390.28648038531185	nan	390.0461426
2015062217255937	-57.49873352	0.582183957	1	0.018226952	0.497548264	0.044148511	0.107180457	0.0	0.0	399.06914557118694	401.8238474586779	396.0772705
