SND,LON,LAT,L2XCO2[ppm],L2PSUR[kPa],i1,s1,i2,s2,i3,s3,cld_distance
SND2018101809323132,55.244244,34.267334,402.78015,93.682076,0.001427739130517339,0.012383868396918634,0.0007337177353817739,0.011661055081984612,-0.0044925635398493195,0.02839784516059512,1.5994641855025158
SND2018101809323133,55.250874,34.25915,403.4744,93.78636,-0.002682841180238358,0.029855147377902173,-0.0008448787770737511,0.01491708167925153,0.002736368172579609,-0.00036162126562462273,2.681655195698035
SND2018101809323134,55.257423,34.25092,403.60376,93.63153,7.297344306372542e-05,0.023111859982157014,-0.0024268136403806494,0.023110184823089165,-0.001386572009420322,0.01889719251382072,3.768764616961427
SND2018101809323135,55.263832,34.24272,404.46823,93.60931,0.0018563307536067508,0.018560227414682263,0.0039060496007665324,0.0037516050952362268,-0.0003698881700173562,0.0164368543385318,4.128568368169473
SND2018101809323136,55.270172,34.234463,405.0684,93.65859,-0.0006498338714518365,0.027664302195051192,0.0013322847578018852,0.011017833830477547,0.004644251249226418,-0.0040067314985877895,3.746425333370369
SND2018101809323137,55.276413,34.22616,404.34488,93.69751,-0.0024620175231049057,0.03828263555512126,0.0008750934211574546,0.014304024376212128,-0.00016901000500261956,0.014604629600324142,3.646955544204598
SND2018101809323138,55.282566,34.217804,403.67416,93.78745,0.001619797904045141,0.027846775165401932,0.006330402912515212,-0.0036368340049544976,-0.005049758437469358,0.04032507752096301,3.852563935094394
SND2018101809323171,55.2319,34.295444,398.16492,94.55364,0.006683253328778917,0.018704312576965622,0.008280457656609215,0.007639554075045074,0.005182349128526182,0.016206566846267673,1.4702779044151506
SND2018101809323172,55.238586,34.287342,398.0234,94.2439,0.00539398908838965,0.0005626263687677793,0.005865396046277119,-0.0014824441360410312,0.0008786867077346939,0.011336906341207926,1.0213491978715783
SND2018101809323173,55.24522,34.279163,405.98636,93.684326,0.005934614671107368,-0.010563908550551136,0.0014998173115197268,0.008561494554097208,0.0021223500873469195,0.0010388891963687362,1.2340761366924953
SND2018101809323174,55.251774,34.27093,403.47964,93.55359,0.0005589787880154579,0.010483817597221936,-0.0009673902038841368,0.014180584810483298,-0.0037416137493515383,0.02154865508759174,1.9769117575262527
SND2018101809323175,55.25819,34.262737,404.25226,93.639336,0.0022869512995373435,0.007433226493376958,-0.00028782124364008896,0.012845450316586966,0.0008363531351321939,0.0034634508751239914,2.9244664779267198
SND2018101809323176,55.26453,34.25448,403.89774,93.69709,0.004012029616469109,0.008825350480758012,0.00110957142896386,0.007878198866197547,0.004515250232041501,-0.004593210496497223,3.943636142524657
SND2018101809323177,55.27078,34.246174,403.7595,93.73955,-0.003439016798804633,0.037950907926291313,0.0031276391159129383,0.003495522585721644,-0.0004401525942822606,0.01228307066888435,4.792400058936138
SND2018101809323178,55.276936,34.237823,403.34702,93.76566,0.004305602428359337,0.001691448084081642,0.0005434316928281788,0.012943356869430616,0.0015816409246648647,0.007561406190903688,4.451369170881942
SND2018101809323203,55.239594,34.299202,398.68582,94.43686,0.005357784402900206,0.005047492047121213,0.0016468636567927711,0.012853743180044196,0.002018180536470391,0.012540797448947962,2.094310645136839
SND2018101809323204,55.24616,34.290977,399.6954,94.349625,0.004876541438588158,-0.004456065080843275,-0.0010859574990616208,0.016001551139669463,-0.0007041770421747866,0.010702322024113328,1.8088858360549884
SND2018101809323205,55.252583,34.282787,402.71436,93.91998,0.0014412228847509583,0.011191254779149411,-0.0017883665546140383,0.014946410058751029,0.0020366108036723304,0.00036208939733537766,1.9416130760592274
SND2018101809323206,55.258934,34.274536,403.67587,93.65851,-0.00018833138984011895,0.015392048768676626,0.00013105957951733307,0.01093504354110296,0.00196408937741313,0.00470811148570821,2.5190147680117136
SND2018101809323207,55.265194,34.26624,405.21558,93.55645,-0.0038007353219087,0.027571814869410807,0.0007572159540480035,0.006539318670401329,0.0022942809688070325,-0.000952167224639365,3.3162928337631787
SND2018101809323208,55.271362,34.257893,404.27493,93.719536,0.004886882747422719,-0.006314465221173718,0.0028685263285260568,0.0007048229287384986,-0.0010464447743240013,0.017603679507551553,4.237111906572549
SND2018101809323236,55.25336,34.29461,404.88202,93.81897,0.0033900547606037184,-0.001831343010094808,-0.0012769457232490724,0.015053115086405881,0.0017236353160382286,0.00011844625312921252,2.570991205632093
SND2018101809323237,55.259624,34.286316,403.53415,93.715256,-3.1439742287971976e-05,0.015848322029810468,-0.0011020662285342359,0.012392225594466795,-0.0014348138280898563,0.008119266975092236,2.6612109052973425
SND2018101809323238,55.265797,34.27797,405.708,93.61729,-0.00026900378051003613,0.017477993176250532,-0.0009132806960317224,0.013877022523045016,0.0014976924913100331,0.006740950583219908,3.1288326860684137
SND2018101809323278,55.26023,34.298046,402.67697,93.945465,0.0036523166717925357,-0.004165501198871485,-0.0016192683544257289,0.014269579333719367,-0.0013983281750431487,0.010652350979372742,3.3041116171686715
