SND,LON,LAT,L2XCO2[ppm],L2PSUR[kPa],i1,s1,i2,s2,i3,s3
SND2018101809323203,55.239594,34.299202,398.68582,94.43686,0.0054223937362496534,0.054574983254102684,0.004556503270614141,0.025445815223639857,0.012172770472762011,0.03165975752643075
SND2018101809323204,55.24616,34.290977,399.6954,94.349625,0.005754945167561774,0.056460674311260665,0.004858813680067518,0.026346954780115683,0.014790043140080419,0.033054034003741024
SND2018101809323205,55.252583,34.282787,402.71436,93.91998,0.005364642956426998,0.05424250867889557,0.004504151249094079,0.02528700969387361,0.011753688790284928,0.031415253689622266
SND2018101809323206,55.258934,34.274536,403.67587,93.65851,0.00477757949949773,0.05077094185283429,0.003974583098955825,0.023630278548835953,0.008044298042497837,0.028886628578622106
SND2018101809323207,55.265194,34.26624,405.21558,93.55645,0.00410806914924731,0.046579507472403366,0.0033769566589007486,0.021633723655301654,0.004908476562731695,0.02589527571843064
SND2018101809323208,55.271362,34.257893,404.27493,93.719536,0.0034452097723255536,0.042129032023895334,0.0027928497203180015,0.01951860738810902,0.0027599332245387444,0.02279748123787057
SND2018101809323236,55.25336,34.29461,404.88202,93.81897,0.004955690812024722,0.0518426375357949,0.004134733435706123,0.024141434700742988,0.009067754765719395,0.029662422397759826
SND2018101809323237,55.259624,34.286316,403.53415,93.715256,0.0047164835757604415,0.0503993907318174,0.003919756185888325,0.02345312491521259,0.007712574135575282,0.02861868606326162
SND2018101809323238,55.265797,34.27797,405.708,93.61729,0.0042404688536644974,0.047430402548930405,0.0034945661723695272,0.022038696553223807,0.005445294173303737,0.02649690793087841
SND2018101809323278,55.26023,34.298046,402.67697,93.945465,0.004296304966453309,0.04778581918675123,0.0035442527455087107,0.022207905588606757,0.005683422578732933,0.02674907120569255
